,Titles,Articles,Urls,Images
0,National dialogue takes shape as teams meet at Entebbe - Daily Monitor,"The long awaited National Dialogue is finally back on track after different actors took off two days to deliberate on how to move forward with the process at the Entebbe Imperial Resort Hotel. The two-day retreat is aimed at rethinking the strategies of the dialogue and coming up with ways on how to proceed with the process,  a communication from the Inter Religious Council of Uganda says.The event that started on Monday as closes today has drawn members from the government team, the opposition, civil society and other interest groups. Day one of the Uganda National Dialogue Process retreats for conveners kick-started on a very good note with members from the government, opposition, IPOD, Civil society & religious leaders gracing the event,  a Facebook post from the organisers says.The government team is led by the deputy attorney general Mwesigwa Rukutana and includes Evelyn Anite, Dr Kenneth Omona, Mr James Tweheyo, Ms Dorothy Kisaka, while the opposition delegation includes the leader of Opposition in Parliament, Betty Aol Achan, IPOD chairman Norbert Mao, among others. Also on the team for the retreat includes members of the civil society including, CCEDU, Women Situation room, UWONET, Gliss and religious leaders who included, the Grand Mufti of Uganda Sheik Shaban Ramathan Mubajje, Bishop Joshua Lwere, Dr John Kakembo, Msgr Charles Kasibante and IRCU secretary-general Mr Joshua Kitakule and Members from The Elders forum Uganda (TEFU).Sources from the retreat say Mr Rukutana who represented the government confirmed to the members that an official communique was finalized and now awaits the president's signature. The initial National Dialogue was supposed to kick off last year, but the process was blocked at the last minute by the government. Since then, calls have come from all quarters to restart the process to ensure that Uganda s future is sorted out through a consultative national dialogue instead of using the barrels of guns to settle out political contestations.It is hoped that revamping the process will help address a number of contentious issues ahead of the 2021 general elections. [email protected]",https://www.monitor.co.ug/News/National/National-dialogue-takes-shape-teams-meet-at-Entebbe/688334-5074160-e0qkov/index.html,/static/img-2019-04-16/post0.png
1,MPs kick out URA team over Akol s absence - Daily Monitor,"Officials from the Uganda Revenue Authority (URA) were Tuesday afternoon kicked out of an accountability committee of Parliament after they turned up without the Commissioner General, Doris Akol.The House Committee on Commissions, Statutory Authorities and State Enterprises chaired by Kawempe South MP Mubarak Munyagwa, was scheduled to receive written responses to Auditor General s queries for the Financial Year 2013/2014.Ms Akol is the accounting officer for URA and the law mandates her to respond to the anomalies highlighted in the Auditor General s report.The 2014 report raises a number of red flags ranging from under declaration of taxes, uncollected debt and mismanagement of goods impounded by URA officials.READ:URA officials quizzed over missing fuelHowever, when they turned up, the URA delegation led by Henry Saka, the Commissioner domestic taxes, informed the Committee that Akol had travelled to South Africa on a two weeks trip. Mr Munyagwa told the URA team that, only the accounting officer, should give answers [and] we have nothing to proceed with, unless Akol shows up. The committee chairperson and members then ordered the team to leave the committee. We are dealing with issues involving colossal sums of money, we just can t afford to sit and have a casual conversation,  Mr Munyagwa explained.The lawmaker insisted that he has been falsely accused of being harsh and that he wants to accord a fair hearing to URA.This was a continuation of last week s meeting in which URA officials failed to explain circumstances under which 9,733 litres of impounded fuel disappeared in their custody.The officials led by the Commissioner General, Ms Doris Akol, were appearing before Cosase.According to the Auditor General s report, URA seized 110,481 litres of petrol on May 30, 2006. The report adds that due taxes and penalties worth Shs93.9m were assessed and paid by the tax payer. But on the day of collecting the fuel, it was established that it was less.Consequently, a sum of Shs63.3m was agreed and paid to the owner as compensation. The point of concern was that whereas taxes were collected at a rate of Shs850 per litre, compensation was at a higher rate of Shs6,508.72 per litre.[email protected] ",https://www.monitor.co.ug/News/National/MPs-kick-out-URA-team-over-Akol-s-absence-/688334-5074068-12yjksi/index.html,/static/img-2019-04-16/post1.png
2,Notre-Dame counts cost as daylight reveals damage - Daily Monitor,"Shards of stained glass from priceless medieval windows, and a gaping hole above the choir area where the spire crashed down: daylight reveals the extent of damage at Notre-Dame cathedral on Tuesday morning as firefighters put out the last smouldering remains of the fire.Philippe Marsset, the vicar general of Notre-Dame, was among the first to enter the storied Gothic cathedral whose sculpted arches have been blackened by smoke and pews destroyed.""It felt like I was looking at a bombing,"" Marsset said of the church where he was ordained a priest 31 years ago.""It was hell,"" he said, describing the moment when the blaze was discovered on the soaring roof shortly after evening mass ended shortly before 7:00 pm (1700 GMT) on Monday.Church officials raced to remove as many artefacts, paintings and other cultural treasures they could before being evacuated by firefighters as they tried to stop the flames from spreading.Flames and smoke are seen billowing from the roof at Notre-Dame Cathedral in Paris on April 15, 2019.But the blaze kept springing up as globs of molten lead fell from the soaring heights of the church.""All night long I saw men going past with tears in their eyes. I described it this way: It was total chaos, but we can't let it knock us down,"" Marsset said.""This church was built 850 years ago. It withstood the wars, it withstood the bombings, it resisted everything,"" he said. Yet not all was lost: the crucifix standing over the main altar was one of several objects which escaped destruction.""I'm devastated, even if I haven't been a Catholic for a long time,"" 88-year-old Claire told AFP at the scene on Tuesday morning. ""I was baptised here.""On the banks of the river Seine, hundreds of Parisians and tourists stopped by on Tuesday morning to take pictures or gaze at the disaster site, many still stunned by the damage. 'Heroic' ""This isn't some little church that was damaged -- it's the symbol of the history of France and of Paris,"" Marsset said, noting that all distances from Paris are calculated from the square in front of Notre-Dame.But in the end there was relief that much was able to be saved, with much of stonework as well as the two massive square bell towers largely unscathed.US soldiers walk and take pictures on the Pont de l'Archev ch  near Notre-Dame Cathedral in Paris on October 01, 1944Most of the emblematic rose windows of medieval stained glass were also spared, including the huge round window dominating the church's intricately carved western facade.""We're all just dumbfounded. It's more than miraculous, it's heroic,"" Marsset said, calling the firefighters who toiled throughout the night ""heroes.""But he appeared lost for words when asked about what would happen now, as Christians worldwide prepared to celebrate Easter next Sunday.""We had things planned for Wednesday, Thursday, Friday -- We don't yet know where to do these. It's as if our mother has been wounded,"" he said.""My bed was right there,"" he adds, pointing towards the cathedral, where smoke continued to rise into the sky Tuesday morning.""It's not the Notre-Dame (Our Lady) of Catholics. It's Notre-Dame of France, Notre-Dame of the world,"" he adds. ""The church is burning, and the entire world is crying.""",https://www.monitor.co.ug/News/World/Notre-Dame-counts-cost-daylight-reveals-damage/688340-5073996-nawp73z/index.html,/static/img-2019-04-16/post2.png
3,Rwandan national shot dead in western Uganda - Daily Monitor,"KISOROA 52-year-old Rwandan national and resident of Bigina Village Hospital Ward in Kisoro Town in Kisoro District, western Uganda was Monday night shot dead near the gate of his rented house.Lambert Sabaho who has been the manager of Isimbi wines factory located at Fanta house in Kisoro Town was trailed and shot by unknown assailants, police said Tuesday.  It is alleged that a white Premio car trailed Sabaho who was riding a motorcycle before the occupants shot him dead near the gate of his rented house. The assailants sped off and disappeared. The registration number of the vehicle they were driving was not identified,  Kigezi region police spokesperson, Mr Elly Maate said.He said the case has been registered at Kisoro Police Station under SD02/16/04/2019 as police hunt for the suspects whose motive is not yet known.Meanwhile, his body has been taken to Kisoro Hospital mortuary for autopsy as police continue with investigations.Sabaho is survived by his wife Anastizia Mahirwe, 32, and one child. A copy of Sabaho's passportKisoro Municipality MP Mr Sam Byibesho condemned the attack and appealed to local leaders to form security committees and ensure that all residents are registered and the strangers reported to police.According to the MP, there is also need for a security operation by highly trained personnel to conduct search for illegal guns in homesteads in the area. Armed conflicts in the North Kivu province of the Democratic Republic of Congo has left several illegal guns in communities in the border areas thus the need to have them removed for the safety of the people and their properties,  the MP said.",https://www.monitor.co.ug/News/National/Rwandan-national-shot-dead-western-Uganda/688334-5073928-56yquaz/index.html,/static/img-2019-04-16/post3.png
4,"Finance officials who  ate  $50,000 bribe sent to jail - Daily Monitor","Kampala. The Anti-Corruption Court yesterday sentenced two former Finance ministry officials, who were arrested for soliciting a bribe from an investor in 2017, to two years in prison and banned them from holding public office for 10 years after serving their jail term.Former principal finance officer John Charles Ogol and Geoffrey Turyamuhika, alias Tumwine, a senior economist, were convicted of corruption for receiving a gratification of $50,000 (about Shs186m) from a one Hassan Sserunjogi on March 27, 2017.The convicts received the money to expedite documentation for financing the construction of a power substation and transmission line at Osukuru Phosphate project in Tororo District. Ogol and Turyamuhika were also fined Shs4.8m each. The judge reasoned that the punishments were aimed at balancing the efforts of the state to fight corruption and the hardships dependants would have when the convicts are incarcerated. I am inclined to impose a sentence that would communicate the message that corruption if proven in this court would attract punishment. At the same time, the sentence would not be such as to keep away the convicts from supporting their families for too long considering that what they had received as a bribe was seized and exhibited in court,  the trial judge Lawrence Gidudu ruled.  The court would not impose a sentence that is laughable to the extent that it would encourage persons to commit the same crime hoping that they would walk in and out even after being convicted without being scratched as a constant reminder that corruption is bad,  he added.The court also ordered that the money exhibited in court be returned to State House Comptroller while the convicts be given their bail money of Shs8m and their handheld phones be returned to them.Ogol, 59, and Turyamuhika, 38, were technical officers at the Finance ministry responsible for handling issues concerning investors.Court heard that the investor trading as Guangzhou Dongsongh Energy Group Uganda Limited wanted to establish a factory at Osukuru in Tororo to manufacture phosphates and other products.The investor needed power to run the factory complex but government did not have ready money to build a power substation.The indictment shows that the investor was willing to finance the power project if government could guarantee to refund its money.Justice Gidudu said the challenge seems to have arisen when the investor wanted to move faster because of the pressure it had from its bankers who had advanced loans that it was not utilising yet it was subject to paying interest. The convicts saw an opportunity to make quick buck and demanded to be paid a bribe upfront. When a deposit of $50,000 was paid, they shared it out,  he said.However, Justice Gidudu acquitted the convicts on the charge of corruption in connection with soliciting another gratification of $300,000 (about Shs1.1b) from Sserunjogi. The prosecution did not address me on the irregularity in their final submissions. It is my conclusion that the prosecution did not prove the charges against the accused persons beyond reasonable doubt,  he ruled.[email protected]",https://www.monitor.co.ug/News/National/Finance-chiefs-convicted-barred-office-10-years/688334-5073340-obabsr/index.html,/static/img-2019-04-16/post4.png
5,Egypt parliament votes on extending Sisi rule - Daily Monitor,"Egypt's parliament, packed with loyalists of President Abdel Fattah al-Sisi, is to vote Tuesday on changes to the constitution that could keep the former military chief in power until 2030.The proposed amendments were initially introduced in February by a parliamentary bloc supportive of Sisi and updated this week after several rounds of parliamentary debates.It includes changing Article 140 of the constitution to allow the Egyptian president to extend his current four-year term, which ends in 2022, by two years.A further change would permit Sisi to stand for another six-year term and potentially remain president until 2030.Sisi led the army's overthrow of elected president Mohamed Morsi in 2013 following mass protests against the Islamist leader's rule.He won his first term as president in 2014 and was re-elected in March 2018 with more than 97 percent of the vote, after standing virtually unopposed.His government has been widely criticised by human rights groups for the repression of political opponents.But Mohamed Abu-Hamed, one of the members of parliament who pushed for constitutional amendments to keep Sisi in power, is adamant that the changes are a must.""The constitution in 2014 was written under tough exceptional circumstances,"" he told AFP.He hailed Sisi as a president who ""took important political, economic and security measures... (and) must continue with his reforms,"" in the face of the unrest gripping neighbouring countries following the toppling of veteran president Omar al-Bashir in Sudan and the escalation of the conflict in Libya.Keeping Sisi in power, he added, reflects ""the will of the people"". 'Authoritarian rule' Since Sisi overthrew Morsi, Egypt has drawn heavy international criticism for its sweeping crackdown on dissent. The authorities have jailed thousands of Morsi's supporters as well as liberal and secular activists, including a popular blogger, actors, singers and journalists. Last week, Human Rights Watch warned that the amendments, which would also increase the military's political role and grant Sisi control over the judiciary, would ""institutionalise authoritarianism"".As Sisi visited Washington for talks with President Donald Trump, it urged Congress, to withhold endorsement of the Egyptian president's bid to extend his rule.""Congress needs to use its levers to pressure the Egyptian president to reverse course, starting with withdrawing these constitutional amendments set to consolidate authoritarian rule,"" said HRW's Michael Page.As well as a crackdown on dissent, Sisi has overseen a military campaign against Islamic State group-linked militants based in the Sinai PeninsulaOn Tuesday, the 596-seat parliament will also vote on a controversial article which critics fear might allow the military a greater influence in Egyptian political life.The vote is expected to be swift after the bill passed by an overwhelming majority earlier this year.If the bill is passed by a majority of two thirds, parliament will then hold a referendum in which Egyptians will vote on the raft of amendments.Other proposed amendments include a quota for women's representation of no less than 25 percent in parliament and forming a second parliamentary chamber.Human rights groups and opposition parties say the government has intensified its crackdown on dissent with a wave of arrests ahead of the vote.",https://www.monitor.co.ug/News/World/Egypt-parliament-votes-extending-Sisi-rule/688340-5073706-vmgxd7z/index.html,/static/img-2019-04-16/post5.png
6,YouTube accidentally links Notre-Dame fire to 9/11 attacks- PHOTOS - Daily Monitor,"A YouTube fact-check feature which is meant to tackle misinformation accidentally tagged live broadcasts of a fire engulfing Notre-Dame Cathedral in Paris with details about the 9/11 terror attacks.The blaze erupted in the UNESCO world heritage landmark in the French capital Monday, sending its spire and roof crashing to the ground as flames and clouds of smoke billowed into the sky.The fire, which at one point threatened the entire edifice, was brought under control early Tuesday about nine hours after it broke out.READ:Macron vows to rebuild Notre-Dame after devastating fire News outlets began live-streaming broadcasts of the fire on YouTube, but below some of the clips an unusual text box popped up -- an entry from the Encyclopedia Britannica about the September 11, 2001 attacks in the United States.In those attacks, Al-Qaeda militants hijacked two passenger planes and flew them into the towers of the World Trade Center in New York, causing them to collapse, while a third hijacked jet smashed into the Pentagon. Some 3,000 people were killed.Smoke and flames rise during a fire at the landmark Notre-Dame Cathedral in central Paris on April 15, 2019, potentially involving renovation works being carried out at the site, the fire service said.A spokesman for YouTube, which is owned by Google, said the text box feature had been disabled for live streams related to the fire.""These panels are triggered algorithmically and our systems sometimes make the wrong call,"" the spokesman told AFP. ""We are deeply saddened by the ongoing fire at the Notre-Dame Cathedral.""The feature, which also links to other outside sources such as Wikipedia, was introduced last year after YouTube faced intense criticism over videos containing misleading and extreme content. The panels are supposed to combat misleading videos about well-known events -- such as the first successful manned landing on the moon -- by presenting the true facts, in a bid to stop the spread of conspiracy theories.A man watches the landmark Notre-Dame Cathedral burn, engulfed in flames, in central Paris on April 15, 2019. AFP PHOTOYouTube, Facebook and Twitter came under fire last month after a horrific video of a gunman's deadly rampage at two New Zealand mosques was circulated on the sites. The Christchurch massacre, in which 50 people were killed, was live-streamed on Facebook, which moved to block the footage. But it was then shared repeatedly on the other two sites.Bystanders look on as flames and smoke billow from the roof at Notre-Dame Cathedral in Paris on April 15, 2019.",https://www.monitor.co.ug/News/World/YouTube-accidentally-links-Notre-Dame-fire-9-11-attacks/688340-5073542-8nfp18/index.html,/static/img-2019-04-16/post6.png
7,The killings that turned Amin into a tyrant - Daily Monitor,,https://www.monitor.co.ug/News/National/The-killings-that-turned-Amin-into-a-tyrant/688334-5073260-gu56ah/index.html,/static/img-2019-04-16/post7.png
8,Speaker Kadaga back from hospital - Daily Monitor,"Kampala. The Speaker of Parliament, Ms Rebecca Kadaga, has returned from the Aga Khan Hospital in Nairobi, Kenya, where she had been admitted. Yes, that is correct, she is back from the hospital,  Mr Sam Obbo, her principal press secretary, said when asked if the Speaker had returned.Mr Obbo said Ms Kadaga came back on Saturday and is now resting at her home. At an appropriate time, we shall issue a statement on her condition,  he said.Ms Kadaga was taken to Nakasero Hospital in Kampala on March 21 suffering from what Mr Obbo called  jetlag and fatigue.  However, her condition worsened and she was transferred to Aga Khan Hospital.Asked when Ms Kadaga is likely to resume her Parliament duties, Mr Obbo said he was not certain. She is still having a bed rest and it would too much for her to start work soon. For someone who has been admitted for close to four weeks, she will need time to rest and at an appropriate time, she will resume work when she feels she has fully recovered,  he added.Prior to her discharge, Ms Kadaga released a statement on April 6, saying she was feeling better and would be returning home soon.  Fellow Ugandans, I send you greetings. As you are all aware, I fell ill on March 21, 2019, after returning from international engagements on behalf of the country. I was in Nakasero Hospital and later relocated to the Aga Khan Hospital in Nairobi. I am glad that due to God s mercy and untiring efforts of doctors in Uganda and Kenya, I do now have a better bill of health  I would like to assure the country that I am still at Aga Khan Hospital and hope to be discharged soon,  she stated.On April 7, on her Twitter handle, the Speaker said she was looking forward to resuming her official duties after being discharged.Optimistic Greetings. I would like to thank you for your prayers and messages of encouragement when I was taken ill. I will soon be discharged and I look forward to resuming my duties of service to Uganda,  she stated.Ms Kadaga called her mother on April 5 telling her that she was well, calming down tension arising from speculation that her health had deteriorated.Well-wishers and supporters gathered to pray for her at her ancestral home in Mbulamuti Village, Mbulamuti Sub-county in Kamuli District. Mother, this is your daughter Labeka (Rebecca). The problem is that you worry a lot. But by the grace of God and your prayers, I have improved,  Ms Kadaga said. Shame upon those who are against my daughter, the rumour-mongers and rumour seekers. The Lord has taken over,  the mother Ms Kagoya responded.[email protected]",https://www.monitor.co.ug/News/National/Speaker-Kadaga-back-from-hospital/688334-5073330-pb51r2/index.html,/static/img-2019-04-16/post8.png
9,Development of Kingfisher awaits pipeline decision - Daily Monitor,"Kampala. The Permanent Secretary in the Ministry of Energy, Mr Robert Kasande, yesterday said the announcement of Final Investment Decision (FID) for the Kingfisher and Tilenga oil fields is dependent on the FID of the proposed East African Crude Oil Export Pipeline.FID is an agreement on capital investments on a long term project, that is when money for the project is availed and execution starts. FID is expected to pave way for the Engineering, Procurement and Construction (EPC) phase and subsequently commencement of commercial of oil production. We would not want to develop an oil field without the attendant facilities which means it will lie there idle. So we have synchronised the Kingfisher FID to that of the pipeline and Tilenga so that we move at once,  Mr Kasande told journalists at the ministry offices in Kampala.Kingfisher is operated by China s Cnooc while Tilenga is under French Total E&P.Energy minister Irene Muloni said government and Cnooc were looking at announcing FID for Kingfisher before the end of this month.Government and oil companies are currently targeting early October to announce FID for development of Kingfisher, Tilenga and the oil pipeline but regardless of when it is eventually taken, Uganda s first commercial oil is three years from FID, that is 2023.Each time the FID date slips, so does the production start date.Cnooc operates Exploration Area 3 (Kingfisher) in south of Lake Albert, and the southern fields Waraga, Mputa and Nzizi of Exploration Area 2, initially operated by Anglo-Irish Tullow before it sold them off.Mr Kasande also said technical Front End Engineering Designs, environmental studies for Tilenga oil fields at the northern end of Lake Albert in Nwoya and Buliisa districts, was approved last month, adding that  integration of comments  and review of the company s Environment Impact Assessment report is ongoing.Acquisition of 700 acres of land in Buliisa for Tilenga s attendant facilities faced hindrances after six project affected persons rejected the Shs3m compensation offered per acre and have insisted on being paid Shs21m.Development of the Tilenga oil fields is estimated to cost about Shs14 trillion ($4b).Discussions on development of the Shs13 trillion pipeline by Uganda, the three oil companies Total E&P, Tullow and Cnooc, and Tanzania are ongoing.In a related development, Mr Kasande said ongoing surveys for hydrocarbons (oil and gas) around the country have returned positive results in the Kadam-Moroto basin in northeastern Uganda, adding that they hope to licence the area. CapacityThe current stock tank of oil in place from the roughly 40 per cent area of the Albertine Graben in South Western Uganda explored so far, is 6.5 billion, with 1.7 billion recoverable, and about 500 billion cubic feet of gas resources.[email protected]",https://www.monitor.co.ug/News/National/Development-of-Kingfisher-awaits-pipeline-decision/688334-5073336-5v6v0b/index.html,/static/img-2019-04-16/post9.png
