,Titles,Articles,Urls,Images
0,Uganda Airlines to make first profit in 2029 - official - Daily Monitor,"Parliament. The newly revived national carrier is expected to register its first profit in 2029, Mr Cornwell Muleya, the Uganda Airlines chief technical officer, has said.He made the revelation while appearing before the Budget Committee of Parliament chaired by Ntenjeru North MP Amos Lugoloobi to defend the Shs575b budget proposals for the airline yesterday.Mr Muleya said the national carrier will require some time to build confidence from passengers and suppliers, even after recapitalisation. When you start initially, you have very few passengers until you entrench yourself in the market,  he said.Mr Muleya said if the funds are availed, the national carrier will be able to operate and smoothly break even in seven years, and then register a profit after 10 years after which it will be able to run stably. The plan is recapitalisation and this is why the collapse of many airlines is because of undercapitalisation because they don t factor in the period you operate without needing a lot of money,  he said. If we don t get these funds, we will not be able to do this and you will not succeed because the foundation is going to be weak,  he added.The committee tasked the officials, including the Permanent Secretary in the Ministry of Works and Transport, Mr Wasswa Bageya, and Mr Moses Sanon, the head of monitoring and evaluation at Budget Compliance at National Planning Authority to present a break down of the budget first.The MPs also maintained that the airline must quickly put a substantive board in place to ensure there is a proper accountability mechanism.Meanwhile, more questions linger, relating to ground handling and proposed salaries.For instance, Ms Margaret Komuhangi (Nakasongola Woman, NRM) questioned why a pilot would be paid a monthly salary of Shs48m yet profits will be expected in 10 years.The MP also raised concern over Shs37b allocated for ground handling. The money has been provided for as a payout to a private contractor who will be doing ground handling for the national carrier, in what officials said would be a one year contract awaiting final takeover. In response, PS Bageya said:  The airline handles itself; we have to procure equipment to do that work and there is a provision to terminate after we are ready.  He said Uganda Airlines will first do its own ground handling and later move to handling the entire air sector. Mr Bageya said the airline was looking at three potential service providers for the ground handling, with a view of identifying one company for the job.The companies include National Aviation Services (formerly Entebbe Handling Services), DAS Handling Limited and Fresh Handling Ltd.Lawmakers are also concerned on how Shs37 billion was reached before completing the procurement process.When approving funds for the purchase of two Bombardier planes in March, legislators directed that ground handling be done by government to ensure return on investment into the airline. [email protected]",https://www.monitor.co.ug/News/National/Uganda-Airlines-make-first-profit-2029-official/688334-5124234-vsyy37z/index.html,/static/img-2019-05-21/post0.png
1,No money for teachers  salary raise   government - Daily Monitor,"Kampala. The Ministry of Public Service yesterday said there is no money for salary enhancement for the striking teachers who began their industrial action countrywide yesterday. On February 20, teachers through their umbrella, Uganda National Teachers  Union (Unatu) wrote to ministries of Public Service, Finance and Education reminding them of a commitment they made last year to enhance their salaries in 2019/20 financial year. The teachers gave the government a 90- day ultimatum that elapsed yesterday. Protracted negotiations between the teachers and government did not yield anything to avert the strike until yesterday when they started their industrial action which forced Ministry of Public Service to call an urgent meeting with various stakeholders today to discuss the matter. Mr Adam Bukenya, the acting Public Service undersecretary said the minister was in a Cabinet meeting but an official position would be reached at today. It was not clear though whether the issues of teachers  salary enhancement were discussed during the Cabinet meeting but Mr Bukenya told the teachers that they would meet them today with officials from ministries of Finance, Education and Public Service for discussion on their grievances.  The minister is in Cabinet today (yesterday). We are waiting for a meeting with all stakeholders tomorrow morning (today),  Mr Bukenya told Daily Monitor. Asked why they waited until the teachers downed their tools ahead of the opening of the second term, Mr Bukenya responded:  There is no money. That is the truth. Following a meeting with Unatu district chairpersons early this month, Mr Filbert Baguma, their general secretary, sent a public notice informing the country that unless government gives them salary increment as earlier agreed, they would not report for the second term which begins next Monday.He told Daily Monitor yesterday that the Unatu members, about 100,000 teachers across the country had gone on strike as government. We need to correct the impression that teachers continuously demand salary increment. It is just government which has been defaulting on its words. We have been considerate. We negotiated. We agreed. We signed the agreement. Let government fulfil this agreement. They had a full year to plan. We gave them a notice three months ago. They have denied having received it when our records show they got our messages. It is up to government now to shoulder the consequences of this,  Mr Baguma said. Parliament recently increased allowances of MPs who earn more than teachers. The claim was that the cost of living has gone up.Aren t they living in Uganda with other Ugandans  ...Do they have their special markets and shops  How come that if it is for other categories, it (salary increment) is realistic but when it comes to teachers, it becomes unrealistic   he added.Mr Baguma said the negotiated pay raise they expect was supposed to streamline some of their cadres  salaries at the same level with their colleagues who benefited from the first salary enhancement.He said, for instance, primary teachers under salary scale U7 who currently earn Shs467,000 per month would get Shs600,000 under the proposed pay enhancement if government honours its pledge while senior education assistants (primary teachers with diploma) will move from Shs550,000 to Shs670,000.IncrementThose under scale U5 (deputy head-teachers in primary and Grade V teachers in both secondary and other tertiary institutions) are supposed to move from Shs670,000 to Shs1.1m as their science counterparts will get an extra Shs100,000. Head teachers of primary schools and graduate teachers under U4 scale will earn Shs1.7m while their science teaching counterparts will get Shs2.2m.Head teachers of secondary schools and principals of certificate awarding institutions are supposed to get Shs2.6m. Heads of diploma awarding institutions are supposed to earn Shs3.1m. The proposed teachers  salary increment will cost government Shs22b. The teachers started negotiations for their salary increment in 2011 following a strike that paralysed all public schools in the country.The then Prime Minister Amama Mbabazi promised a phased increment in three consecutive financial years. However, the teachers have struggled to realise the 50 per cent salary increment they settled for more than eight years ago.NO RAISE FOR 3 YEARSWhile updating the public on NRM Manifesto implementation on education last week, the Education Minister, Ms Janet Museveni, said government had not increased salaries for primary teachers because their pay in 2016/17 put them above the pay target in the pay policy approved by Cabinet.  There has been no salary enhancement for primary school teachers in the last three years because increment prior to Financial year 2016/17 put them above the pay targets in the pay policy approved by cabinet,  Ms Museveni said. [email protected]",https://www.monitor.co.ug/News/National/No-money-teachers--salary-raise-government/688334-5124224-1iat17/index.html,/static/img-2019-05-21/post1.png
2,IPOD delegates instruct Parliament to amend parties Act - Daily Monitor,"Entebbe- Delegates at the Monday Interparty Organisation for Dialogue (IPOD) Summit, who endured almost 10 hours while waiting for the arrival of President Yoweri Museveni, have instructed Parliament to amend the controversial Public Order Management Act (POMA), to curtail police brutality towards Opposition groups.The summit that was held at Protea Hotel in Entebbe, was attended by President Museveni the chairman of the National Resistance Movement (NRM), Mr Jimmy Akena, the leader of Uganda Peoples Congress (UPC), Mr Muhammad Kibirige Mayanja; who represented Justice Forum (Jeema) leader, Mr Asuman Basalirwa and Mr Norbert Mao the Democratic Party president. Mr Mao is the current chairman of IPOD. The Forum for Democratic Change (FDC) was not represented since the party announced last week that the meeting was an insignificant  social event . In a joint statement after a four-hour summit, the leaders agreed that amendments to POMA be tabled in Parliament within two months, to reduce the powers of the Inspector General of Police (IGP).In its current form, the law gives the IGP sole authority to Opposition politicians and activists to hold public rallies and meetings anywhere in Uganda.POMA was in 2005 passed without regulations on how it would be implemented which allowed police to take it upon themselves to decide whether a political meeting by Opposition groups takes place or not, yet they are only supposed to be notified about such gatherings.IPOD delegates instructed the Prime Minister, Dr Ruhakana Rugunda, the leader of government business in Parliament, to table the POMA amendments which will spell out regulations how the law would be implemented. The National Security Council will also get the proposed amendments to enable its members contribute to the proposals. In the proposed amendments that were pushed by Opposition parties, who have been victims of police brutality, district police commanders will only be only about a political gathering not less than 48 hours to the event.The IPOD Summit also adopted the proposal for candidates seeking to contest as independents to resign from their respective political parties, 12 months prior to elections.The move is intended to help political parties to block supporters from running as independent candidates immediately after losing party primary elections, where flag bearers are chosen.On other electoral reforms, it was agreed during that candidates who are sponsored by political parties should not be required to get signatures from voters before being nominated.The meeting also agreed to review nomination fees for candidates to make vying for political offices more affordable and inclusive.Currently, aspirants intending to contest for Member of Parliament are supposed to pay Shs3 million as nomination fee while presidential candidates have to pay Shs20 million.The delegates also suggested that nomination fees for losing candidates should be refunded; and courts of law to conclude hearing of election petitions for parliamentarian elections within one year.It was also agreed that newly-created constituencies and administrative units should only hold elections in a specified period of any given year or to hold such elections in the next election cycle to avoid costs and disruption of electioneering.Earlier, President Museveni asked Opposition politicians to embrace such meetings and dialogue because it is such platforms where pertinent political issues are discussed. Mr Museveni also said there is need for Opposition politicians to start working for their constituents instead of only concentrating on debating national matters. ""Don't waste time claiming you are opposition and you are doing nothing to the people,"" be said, adding that when he was still a youth and a supporter of DP, he worked for his people in the current Kiruhura District while opposing UPC leadership. Mr Museveni used the meeting to scold the leadership of FDC who once again boycotted the meeting, yet the party is a member of IPOD. If you are in leadership and then say I don't want to talk, then go home and graze cows. For me, when you call for dialogue, I will be there the following morning. It is a biblical command to talk,"" he said.Mr Mao also accused the FDC of practicing  brinkmanship   with their leader, Mr Patrick Amuriat Oboi boycotting the summit even when they fully participated in the IPOD Council meetings where the Monday agenda was approved. ""I call upon the FDC to change the attitude of boycotting. What they are doing is brinkmanship just to allow situations escalate. We don't come to table of dialogue because of fear, we come here filled with confidence,"" he said.He said that all the parties under the IPOD Summit, including FDC have already received Shs1 billion from the Netherlands Institute of Multiparty Democracy to help them on development and mobilization of party supporters. Mr Mao, also wondered how Mr Museveni can  comfortably preside  over a country soaked in corruption to the extent that even a 7-year-old singer Fresh Kid has composed songs about Uganda s misarable situation. ",https://www.monitor.co.ug/News/National/IPOD-Parliament-parties-Act-NRM-Jeema-UPC/688334-5124410-a2pi54z/index.html,/static/img-2019-05-21/post2.png
3,Women activists demand Justice official to quit office - Daily Monitor,"KAMPALA. Women activists yesterday demanded that deputy Solicitor General Christopher Gashirabake, who is in the storm of alleged sexual harassment of a junior female staff, should step down to pave way for the ongoing investigations into the matter.While addressing the press in Kampala the women activists, under Chapter 4 Uganda, said the position Mr Gashirabake is holding is powerful and is likely to influence the investigations to his advantage. Mr Gashirabake is under investigation by the Sexual Harassment Committee after a junior staff Senior State Attorney, Ms Samantha Mwesigye, accused him of sexually harassing her since her internship when he was her supervisor. Given this absurd unfolding of events, we the women of Uganda, therefore, demand that the Ministry of Justice and Constitutional Affairs, treats Ms Mwesigye s complaint with urgency. We ask the accused (Mr Gashirabake) to step down pending completion of the investigations,  the women activists charged yesterday.DemonstrationsThey held placards reading: respect women s bodies, Gashirabake should step down, violence free workplaces for all, stop sexual harassment , women get sexually harassed at workplaces every day, we are breaking the silence   Ms Tina Musuya, the executive director of Centre for Domestic Violence Prevention (CEDOVIP), cautioned parents about their daughters whom she said are the most sexually harassed at work places given their naivety. Sexual harassment happens widely. Unfortunately, those who come up to speak against it, are victimised. When we come to workplaces, as women we need to be treated with dignity,  Ms Musuya urged male staff. First, we commend Ms Mwesigye for the courage to speak up against sexual harassment in employment. It s no easy feat. By speaking up, She has given courage to several women and girls to claim their voices and demand safer workplaces and started a movement against acceptability and normalisation of sexual harassment in our workplaces,  Ms Sarah Birete, a women rights activist said.When Daily Monitor contacted the Solicitor General, Mr Francis Atoke, on whether he would ask his deputy to step down as investigations are ongoing, he said he could not comment because he was out of the country.Some of the women activists also decried how men needlessly  badtouch  them when they go shopping in town and said this must stop.Anna Ebaju Adeke, Youth MP, said it is a shame for the Justice Ministry which is supposed to be a custodian of law and constitutionalism to be caught in such embarrassing conduct.Ms Mwesigye, who was in the company of the women activists, assured her alleged tormentors of how she will not be silenced and insisted she has overwhelming evidence to prove her claims.She said Mr Gashirabake needs to clean up his conduct.She also took a swipe at the Solicitor General for allegedly lying that she had not approached him about the alleged sexual harassment and instead went to the media. Atoke let me down, the Justice ministry has let me down, Prime Minister has let me down, the World Bank have not helped me. Did Atoke want me to wait for three years in order to go to the media   Ms Mwesigye charged.Mr Gashirabake has since declined to comment on the sexual harassment allegations against him.The caseOn March 6, 2019, Ms Mwesigye petitioned Prime Minister Dr Ruhakana Rugunda saying her supervisor Mr Gashirabake started sexually harassing her when he supervised her as a clerkship student and has continued this behaviour.According to the Employment (Sexual Harassment) Regulations, 2012, sexual harassment involves a direct or implicit request to an employee for sexual intercourse, sexual contact or any other form of sexual activity; use of language whether written or spoken of sexual nature such as unwelcome verbal advances, sexual oriented comments, request for sexual favours, jokes of sexual nature among others.[email protected]",https://www.monitor.co.ug/News/National/Women-activists-demand-Justice-official-quit-office/688334-5124222-8imotcz/index.html,/static/img-2019-05-21/post3.png
4,Amin s regime comes to life in photo exhibition - Daily Monitor,"Kampala. On Saturday, Uganda Broadcasting Corporations in conjunction with the Uganda Museum launched an exhibition that is showcasing unpublished pictures from the Amin regime.Many of these had been recorded films and photo negatives that had been archived at UBC for nearly 40 years.During his regime, Amin is said to have had one of the most advanced media industries on the continent, he had seen the national broadcaster move from black and white to colour and boosted Radio Uganda.Because of that relationship Amin tried to build with the media, keeping photographers around him, much of the exhibition that is aptly titled  The Unseen Archive of Idi Amin  is from the media s point of view.The showcase is a collection of photos describing different stages of the regime such as the expulsion of Asians, the economic war, flagging off artistes to different festivals while others are of senior government officials such as Moses Ali and Nasur Abdallah.The exhibition that kicked off with a symposium brought together some of the people that worked with Amin at the Uganda Museum.Government officials. Senior government officials such as Moses Ali and Nasur Abdallah are also on display at the museum.For instance, yesterday, they held a talk-back session with some of Amin s family members and today, they will be hosting a session of journalists that worked in Amin s regime while Wednesday will host victims of the regime.Mr Nelson Abiti, the Ministry of Tourism Wildlife and Antiquities, Department of Museum and Monuments, said the exhibition opened on May 18, which is also the World Museum Day.Mr Abiti was also one of the curators of the exhibition alongside Derek Peterson, Edgar Taylor and Richard Vokes, the researchers that found the negatives and helped in redeveloping and digitising them.Since the exhibition was launched on Saturday, people have wondered why it had to take someone else to come and help Ugandans notice the wealth of history in our archives.Mr Abiti says most of the video reels were damaged and as the museum, they do not have resources to either restore or digitise them.Planned exhibitionLocality. The exhibition will be at the Uganda Museum until November 30 and will later be moved to different parts of the country before heading back to the museum in about two years.[email protected] ",https://www.monitor.co.ug/News/National/Amin-s-regime-comes-life-photo-exhibition/688334-5124208-k4s6nvz/index.html,/static/img-2019-05-21/post4.png
5,Government denies deal with South Africa over Pato trial - Daily Monitor,"Kampala. The arrest and extradition of key suspect in Susan Magara murder still remains a mystery given the fact that South African law does not allow deportation of a suspect on a charge to where he or she is likely to face death penalty unless there is written commitment from the home country that the accused will not get such a sentence upon conviction. Patrick Kasaija, alias Pato, was extradited from South Africa last week on charges of murder and kidnap with intent to procure a ransom. In Uganda, murder attracts up to a death sentence. In September 2011, the South Africa Constitutional Court blocked extradition of two Botswana nationals facing murder charges at home on account that their deportation was unconstitutional without written assurance from the government of Botswana that they  will not face the death penalty there under any circumstance .However, in the case of Kasaija, the Uganda Police Force and the Director of Public Prosecutions, said they did not make any assurance to South Africa for Pato to be extradited home. Police spokesperson Commissioner Fred Enanga said they submitted their request for the extradition and secured a court warrant and later, an Interpol Red Notice without making an assurance to the South African government about the penalty Kasaija would face if found guilty and convicted. There were no proposals made by South Africa or us. Our Inspector General of Police and Director of Public Prosecutions wrote to their counterparts in South Africa that he (Pato) was a fugitive wanted in the investigation of the death of Susan Magara,  Mr Enanga said.The deputy spokesperson of the Director of Public Prosecutions, Ms Irene Nakimbugwe, said they did not hold any negotiations for such assurances with their South African counterparts.Efforts to talk to South African officer-in-charge of Media Relations in Johannesburg Brig Vish Naido were futile. His assistant, who picked our calls, said he was in a meeting.Co-acccusedKasaija is charged jointly with Yusuf Lubega, 32, (a boda boda rider), Hussein Wasswa, 22, (a hawker), Muzamiru Ssali, 27, (boda boda rider), Hajara Nakandi, 35, (a teacher), Abubaker Kyewolwa, 30, (a businessman), Mahad Kasalita (an Imam at Usafi Mosque), Hassan Kato Miiro, 22, and Ismail Bukenya (businessman). [email protected]",https://www.monitor.co.ug/News/National/Government-denies-deal-with-South-Africa-over-Pato-trial/688334-5124214-5c04o3z/index.html,/static/img-2019-05-21/post5.png
6,Police ask Nantaba to make new statement - Daily Monitor,"Kampala. Police have asked the State Minister for ICT, Ms Idah Nantaba, to allow detectives record a new statement days after she made allegations that State agents are baying for her blood. Police spokesperson Fred Enanga said the first statement that Ms Nantaba made was her own narrative, which was not subjected to qualified detectives  queries. We want to encourage her to allow our team to get a detailed account of what happened on that day,  Mr Enanga said yesterday.Addressing a congregation at Bukolooto Seventh Day Adventist Church in Kayunga Town at the weekend, Ms Nantaba claimed that Ronald Ssebulime, who was killed extra-judicially by police officers on allegations of trailing her, was armed and had intentions to kill her.She also alleged that a police officer, Cpl Edward Ssali, was called on mobile phone by a state agent who ordered him to kill Ssebulime to stop him from leaking information about the alleged assassination scheme against her.Ms Nantaba said the  truth is that the killers are within security and government. The masterminds, she said, are highly-placed government and security officials who are  untouchable,  a reference in Uganda s politics to individuals in the top circles of government and state.But Mr Enanga said Ms Nantaba has not reported to police any threat against her life or that Ssebulime was a victim of the assassination scheme.  It is unfortunate that she is talking about threats in her life in the media. Let her come out and make these threats in writing,  he said.After the shooting of Ssebulime, the CID director summoned Ms Nantaba to record a statement, but she declined, saying President Museveni had ordered her not to leave her home.She later wrote her own narrative of the incident, which she sent to police.Mr Enanga said call data on the mobile phones of the accused officer were retrieved and don t support Ms Nantaba s allegations that there is a superior officer who ordered him to kill Ssebulime. It was a case of mistaken identity. If she isn t comfortable with the police, she can engage other security agencies to investigate,  he said. LinksThe then Inspector General of Police, Gen Kale Kayihura, whom President Museveni fired early last year after publicly scolding him that the force he superintended had been infiltrated by  criminal elements , blamed the high-profile killings on ADF elements.He did not provided evidence, and minister Nantaba on the weekend punched holes in the allegations.  [email protected]",https://www.monitor.co.ug/News/National/Police-ask-Nantaba-make-new-statement/688334-5124228-le93hp/index.html,/static/img-2019-05-21/post6.png
7,MPs stuck as Budget hits Shs40.5 trillion - Daily Monitor,"Parliament. Business in the Budget Committee of Parliament has stalled with MPs rocked by disagreements on whether to directly adopt an additional Shs1 trillion without having it scrutinised by sectoral committees.The stand-off comes two days to the Thursday deadline when the committee is expected to present the Budget to Parliament for final approval.According to national budget timelines, the committee was supposed to have tabled the revised estimates on May 15, but due to unexpected mishaps, the Deputy Speaker, Mr Jacob Oulanyah, extended the deadline.Parliament is mandated to debate and pass the Budget by May 30 under the Public Finance Management Act 2015.The Shs39.5 trillion budget was presented to Parliament, but with an addition, it is expected to rise to Shs40.5 trillion. The addendum is yet to be officially presented to MPs except for a copy submitted to the Office Clerk. We cannot discuss this matter before it is officially tabled on the floor of Parliament,  Mr Amos Lugoloobi, the committee chairperson, said.  We wanted to beat the deadline and certainly we shall have to adjust [it],  he added.A section of MPs argued that it would be wrong for the committee to process a corrigendum that has not been tabled, yet it has not gone through the committee on Finance. This is a legal matter, this committee has no powers legally to talk about something that is not available,  Ms Cecilia Ogwal (Dokolo, FDC) said. We don t have the mandate except if we are only chatting,  she added.Mr Muwanga Kivumbi (Butambala, DP) advised against flouting the law. I don t know why matters are being referred directly to the Budget committee. Now agencies are finding their way out to skip scrutiny at sectoral level, direct to the Budget committee,  he said.The matter is expected to be addressed today with the official tabling of the Budget addendum.Why Shs1 trillion addition Finance minister Matia Kasaija in the addendum has made fresh alterations to the main Budget suggesting new requirements that lead to a rise in the earlier proposed funds. One of the items included is a Shs105b request for a digital stamp and e-system for the Uganda Revenue Authority (URA). Yesterday, the committee had scheduled to meet Ms Doris Akol, the URA Commissioner General to explain the new requirement, but the meeting flopped. [email protected]",https://www.monitor.co.ug/News/National/MPs-stuck-as-Budget-hits-Shs40-5-trillion/688334-5124244-j1tyw8/index.html,/static/img-2019-05-21/post7.png
8,Cabinet approves creation of nine cities - Daily Monitor,"Cabinet has approved the creation of nine cities, five of which will become operational on July 1, 2020.These cities include Arua, Gulu, Jinja, Fort Portal, and Mbarara. These will be elevated from municipal to city status by July 1, 2020.  The other two cities that will become cities on July 2021 are  Hoima and Mbale. The move is part of a government plan to  turn nine municipalities into regional cities.Fort Portal, Mbarara and Hoima will be regional cities in western Uganda;  Entebbe city in the central region; Lira, Arua and Gulu in northern region while Mbale and Jinja cities will serve the eastern region. According to the Minister of Local Government, Mr Tom Butime, the Cabinet meeting that was chaired by President Museveni in Entebbe on Monday, resolved that the municipalities will be elevated in a phased manner.    He said that a budget of Shs130 billion will be set aside for the operationalisation of the cities after meeting all the requirements. In February, a technical team led by the Commissioner of Urban Administration in the Ministry of Local Government, Mr Justinian Niwagaba, said in Fort Portal that all regional cities will have two divisions.    Mr Niwagaba said that each division will get a Member of Parliament (MP) and an overall MP for each city.   ",https://www.monitor.co.ug/News/National/Cabinet-Museveni-Butime-Gulu-Mbale-Entebbe-nine-cities/688334-5124276-tvet8w/index.html,/static/img-2019-05-21/post8.png
9,Second IPOD meeting in Entebbe hangs in balance - Daily Monitor,"The second Inter-Party Organisation for Dialogue (IPOD) Summit that was slated to start in the morning at Protea Hotel in Entebbe, hangs in balance.IPOD is a coalition of the ruling National Resistance Movement (NRM), the Democratic Party (DP) Forum for Democratic Change (FDC), Uganda Peoples  Congress (UPC) and the Justice Forum (JEEMA).       According to the programme, the interim IPOD chairman, Mr Norbert Mao, the president of DP, was expected to make an opening statement in the presence of other leaders of Uganda s political parties which have representation on Parliament, at 9:30 am.However, according to officials of the IPOD Summit, the conveners of the meeting, the delay was caused by the absence of Mr Museveni, the chairman of NRM, who was reportedly went for attending a Cabinet meeting at State House Entebbe.Invited guests are yet to take their seats. Photo by Abubaker LubowaMr James Akena, the president of UPC and Mr Mao were at the venue before 9:30 am.Although Mr Basalirwa, the president of JEEMA is not yet at the venue, several senior members of the party are present.FDC leaders who last week announced that they would not attend the meeting, honoured their promise.IPOD delegates were expected to have a closed meeting where they would discuss issues like the controversial public order management, electoral systems and other electoral reforms, public funding of political parties and the question of independents in a multiparty political system.After the closed-door meeting, the political parties principals were expected to issue a joint statement. ",https://www.monitor.co.ug/News/National/-IPOD-Museveni-Mao-Akena-FDC-Entebbe-/688334-5123540-48v16fz/index.html,/static/img-2019-05-21/post9.png
