,Titles,Articles,Urls,Images
0,Government defends self on MTN boss deportation - Daily Monitor,"KAMPALA. Government yesterday defended its decision to deport MTN former Uganda Chief Executive Officer (CEO).The Senior State Attorney, Mr Wanyama Kodoli, told court that the former CEO, Mr Wim Joris Vanhelleputte s application seeking a review of Internal Affairs Minister Jeje Odongo s deportation order was misconceived. He said the minister did not need any permission to deport Mr Vanhelleputte. The Immigration Act of Parliament gives the minister full powers to deport someone and whoever is aggrieved with his decision there is another option of appealing,  Mr Wanyama told court. Mr Vanhelleputte s lawyer, Mr Wycliffe Birungi, told court that the deportation order issued against him by Gen Odongo was inappropriate. The process used by the Minister of Internal Affairs to declare the applicant (Mr Vanhelleputte) was undesirable and his subsequent deportation was high-handed and or arbitrary and contrary to the law as the applicant was never accorded any fair or just treatment before, during and after making of the deportation order,  Mr Birungi submitted. ResolutionJustice Henrietta Wolayo set May 10 for Mr Vanhelleputte to make written submissions while the respondent, the Attorney General, will make a rejoinder on June 17. In the suit, Mr Vanhelleputte, a Belgian national married to a Ugandan, explains why he continued communicating with the earlier deported MTN-Uganda staff, which he says was the reason for his deportation on February 14 this year. He says he continued with communication to seek answers why they had not yet handed over office at the time of their deportation.[email protected]",https://www.monitor.co.ug/News/National/Government-defends-self-MTN-boss-deportation-/688334-5067808-9nmanb/index.html,/static/img/post0.png
1,Court orders government pay to JSC members full salary - Daily Monitor,"KAMPALA. Court has ordered government to pay remunerations enhanced for the members of Judicial Service Commission as they are entitled to in their terms of appointment.The court ordered the secretary to Judicial Service Commission (JSC) and Permanent Secretary at the Ministry of Public Service to pay the members  emoluments effective July 1, 2018. Documents submitted show that each of the eight JSC members is entitled to a retainer allowance of Shs19.2m every month.Entitled to full emolumentsHigh Court Judge Andrew Bashaija declared that part time members of the JSC are in law members of the full commission within the law and are entitled to full emoluments and all other benefits as set out in the wage enhancement package approved by Parliament in the Appropriations Act 2018.The court order resulted from a case in which two JSC members Christine Hellen Aporu Amongin and Rosemary Nyakikongoro sued the Attorney General and the JSC Secretary seeking a declaration that part time members of the Commission are entitled to full salary, emoluments and all other benefits as set out in the wage enhancement package approved by Parliament.Appointed in 2016 on a four-year tenure, the complainants argued that in May 2017, President Museveni approved a request to enhance their emoluments which were also approved by Parliament in January 2018.Through their lawyers, the JSC members accused the Ministry of Public Service PS and JSC secretary of deliberately refusing to pay the revised emoluments. Justice Bashaija ruled that it was improper, irrational and illegal for the secretary to the JSC not to act in accordance with the opinion of the Attorney General (AG) who is by law the principal legal adviser of government.The court also faulted the JSC secretary for employing a private lawyer instead of seeking services of the AG who is mandated to represent all government officers. While in the instant application, the AG unequivocally admits to the claim of the applicants, the second respondent (secretary JSC) who should have sought the advice of the AG in the first place instead contradicts the opinion of the AG based on the advice of a private lawyer. This is highly irregular and legally untenable,  the judge ruled and ordered government to pay costs of the petition.The court ruled that the argument presented by the respondents that a cabinet decision amended the Appropriations Act and the emoluments had no merit. An Act of Parliament supersedes cabinet decisions, resolutions or circulars. A cabinet resolution has no force of law. It cannot amend any provision of law enacted by Parliament which has the sole constitutional mandate and power to make laws,  Justice Bashaija ruled.He ruled that the neglect and or refusal by the JSC Secretary to pay the members in accordance with their terms of appointment was erroneous, irrational and improper. Fulltime benefits. The amount of money each JSC member is entitled to per month. [email protected]",https://www.monitor.co.ug/News/National/Court-orders-government-pay-JSC-members-full-salary/688334-5067748-rkovvh/index.html,/static/img/post1.png
2,MP accused of aiding the escape of murder suspect - Daily Monitor,"Bufumbira North County Member of Parliament, Mr John Nizeyimana Kamara, is on the spot for allegedly aiding a murder suspect to escape from police detention.Mr Kamara is accused of aiding a suspect who had been detained at Kisoro Police Station in connection with the death of a 59-year-old man.Nizeyimana was allegedly last seen with the suspect, at Cyril Maniriho s bar in Suma Trading Centre.The next day, Nizeyimana s torso was found, leading to the arrest of Sebagyenzi as a prime suspect, according to Mr Merida Manihiro, a resident of the area.He was detained at Nyabwishenya Police post.On Wednesday evening, the MP who was in the company of four army escorts, stormed the police post and ordered police officers who were on duty, to release the suspect.He later drove away with the suspect.Mr Elly Maate, the Kigezi Region Police spokesperson says that the hunt for Mr Kamara and and the suspect is on-going.He said the case is registered at Kisoro Police Station.Mr Kamara declined to comment about the matter.This reporter understands that the suspect  is Mr Kamara's campaigning manager in Nyabwishenya Sub-county",https://www.monitor.co.ug/News/National/MP-Kamara-murder-suspect-Kisoro-Maate-police-/688334-5068040-4j30l5z/index.html,/static/img/post2.png
3,"Keep money out of politics, government told - Daily Monitor","Kampala. Demands for the government and other political actors to end the monetisation of politics dominated debate yesterday during the National Symposium on election financing at Speke Resort, Munyonyo in Kampala.The symposium, organised by ActionAid Uganda, Alliance for Financial Monitoring (ACFIM) and The Alternative, which are civil society organisations (CSOs), was held under the theme;  Commercialised Electoral Processes as Barrier to Democratic Dispensation in Africa .The CSOs stated that about Shs2.4 trillion was spent by the different political parties and independent candidates in the campaigns for the 2016 elections, something they say influences the choices the voters make.Ms Donah Ankunda from Rwampara County in Mbarara District revealed that in 2016, she voted against a candidate who had facilitated her journey from Kampala to the village polling station and went for one she thought had ideas. I was given money to travel from Kampala to vote someone but I decided to vote for Kyamadidi [former Rwampara MP] because I thought he had ideas but many people voted in favour of those who provided money,  she said.Mr Jonathan Tundulu, the Kyambogo University guild president, said political parties have been funding their candidates in university elections, urging students to defeat this by sticking to the cause of finding a good leader. The guest speaker, Prof PLO Lumumba, the head of Kenya School of Law, said political offices in Uganda have been turned into money making places but argued that voters need to be sensitised to demand for services instead of campaign money.  Getting elected into political office is now a guarantee that things will come because in Africa, a politician is a gatekeeper, a tax collector and so on. Parliament should not be a place of thieves because it is a holy place,  Prof Lumumba said.He urged the electorate to abandon their  appetite for things they have not worked for , arguing that when a politician spends more than the expected salary for the entire term of office on campaigns, he or she strives to reap whatever they injected in campaigns. However, renowned pan Africanist Kaihura Nkuba argued that campaign financing is the only way poor citizens have their needs catered for. We should not have a crisis in politics because of money. Our people need wealth so that they get dignity but the governments have given up on them. If leaders increase taxes to have money for their big salaries, why would people not demand for money to elect them   said Dr Nkuba.Kasese Woman MP Winfred Kiiza asked the Electoral Commission to always publicise campaign expenditures of political parties, the source of the money and the audited books of accounts.Democratic Party president general Norbert Mao said there is a need to empower the citizens to demand what they want by voting for the right candidates despite receiving money from their rivals.One of the founders of the Alliance for National Transformation, Maj Gen Mugisha Muntu, urged the voters to replicate the vigilance exercised in the parliamentary by-elections in Bugiri, Arua and Jinja municipalities and vote for values despite the money poured in the areas by the ruling NRM.NRM electoral commission chairperson Tanga Odoi said the ruling party should not be blamed for using money in politics, saying campaign financing is used by individuals and parties to compete.  If you don t have money, don t join politics; don t start a political party that will compete with those that have money. The excess of it is what should be curtailed,  he said.EC legal officer Jennifer Angeyo said they tried to educate the masses against the use of money in politics but the population has treated  bribery as a norm .[email protected]",https://www.monitor.co.ug/News/National/Keep-money-out-of-politics-government-told/688334-5067656-7n6ik1/index.html,/static/img/post3.png
4,"I was raised to love our home, says woman who led Sudan protest - Daily Monitor","Khartoum. The young woman in a photo that has come to symbolise the protest movement in Sudan has been identified as Alaa Salah, a 22-year-old architecture student in Khartoum.Salah told the Guardian she was happy that the image, taken on Monday evening at a demonstration in the Sudanese capital, had been viewed so widely. I m very glad that my photo let people around the world know about the revolution in Sudan   Since the beginning of the uprising I have been going out every day and participating in the demonstrations because my parents raised me to love our home,  Salah said.The wave of protests against the 30-year rule of Omar al-Bashir started in December but intensified at the weekend when huge crowds gathered at a crossroads in front of a heavily guarded military complex in the centre of Khartoum.Salah said she does not come from a political background, and took to the streets to fight for a better Sudan.  Our country is above any political parties and any sectarian divisions,  she said. The day they took the photo, I went to 10 different gatherings and read a revolutionary poem. It makes people very enthusiastic. In the beginning I found a group of about six women and I started singing, and they started singing with me, then the gathering became really big.   I have practiced presenting at the university; I don t have an issue with speaking in front of people and at big gatherings. A line in the poem she read -  The bullet doesn t kill. What kills is the silence of people    is popular with protesters, and was chanted by demonstrators in January 2018 and during unrest in September 2013.Salah s mother is a fashion designer working with the traditional Sudanese toub   the dress she was wearing in the photographs   and her father owns a construction company.The garment has become a symbol of the female protesters, and Salah said she had narrowly escaped arrest when she wore the toub at an earlier demonstration.  The toub has a kind of power and it reminds us of the Kandakas,  Salah said.Kandakas were queens of the Nubian kingdom of Kush, which ruled much of what is now modern-day Sudan more than 3,000 years ago.Some commentators have raised concerns that the reference represents only one of Sudan s many ethnic and tribal communities and that while the history of the Nubians is particularly popular with the Sudanese diaspora it excludes many of the country s communities.Salah said she now has to rest her voice as her throat has become sore from all the chanting this week. BY GUARDIANWomen key in Sudan protestsA Sudanese woman propelled to internet fame earlier this week after leading powerful protest chants in the capital told AFP Wednesday that women are key to the uprising against President Omar al-Bashir s iron-fisted rule.  Sudanese women have always participated in revolutions in this country,  Alaa Salah said after footage went viral of her standing on a car, singing and conducting crowds outside the army headquarters in Khartoum.  If you see Sudan s history, all our queens have led the state. It s part of our heritage. In the clips and photos, the elegant Salah stands atop a car wearing a long white headscarf and skirt as she sings and works the crowd, her golden full-moon earrings reflecting light from the fading sunset and a sea of camera phones surrounding her. I m very proud to take part in this revolution and I hope our revolution will achieve its goal,  added the engineering and architecture student at Sudan International University.Dubbed online as  Kandaka  or Nubian queen, she has become a symbol of the protests which she says have traditionally had a female backbone in Sudan.Her new-found fame pushed her to set up her own Twitter account in which she thanked everyone  from the bottom of my heart. The struggle for a democratic and prosperous Sudan continues .Sudan is for allIn another tweet on Wednesday she says she  wanted to get on the car and speak to the people... speak against racism and tribalism in all its forms, which affects everyone across all walks of life. I wanted to speak on behalf of the youth. I wanted to come out and say that Sudan is for all. Supporters celebrated the young protest leader across social media networks, calling her a  hero  and an  icon .  This image from Sudan will be in the history books,  wrote one user. But late on Wednesday she tweeted that she had been receiving  death threats  after her footage went viral. I will not bow down. My voice can not be suppressed,  Salah wrote.Demonstrators have been camped outside the military complex for days asking the army to back them in demands that Bashir step down.Women have made up a large part of the demonstrators that since Saturday have thronged outside the sprawling army complex.Braving regular volleys of tear gas, the crowds have been the biggest yet to rally against Bashir s rule since unrest broke out in late December. By AFP",https://www.monitor.co.ug/News/National/I-was-raised-love-our-home-says-woman-who-led-Sudan-protest/688334-5067638-ju84dv/index.html,/static/img/post4.png
5,Barclays Bank cashier held over Shs135 million theft - Daily Monitor,"Police are holding a cashier Barclays Bank cashier who allegedly withdrew Shs135 million from a client s account and stole the cash.The suspect who is being detained at Katwe Police Station, is attached to the bank s Ndeeba branch in Kampala.Mr Patrick Onyango, the Kampala Metropolitan Police Spokesperson, says the suspect was arrested on Tuesday on accusations of tampering with a client s account. It is alleged that she tempered with a client s account and stole the money. We began our investigations which proceeded very well,  Mr Onyango said.He said that the initial complaint was that the accused had stolen Shs38 million but a forensic audit involving police detectives and bank management showed that Shs135 million had illegally been withdrawn from the client s account. At the moment, we are not going to talk about whose account was tampered with,  Mr Onyango said.Mr Onyango said the case file is almost complete and will next week be forwarded to the Directorate of Public Prosecution (DPP) for perusal and legal advice.The Barclays Bank incident comes five days after police officers at Kampala Central Police Station released two Diamond Trust Bank (DTB) staff who were arrested for allegedly stealing Shs700 million  from several clients  accounts.Daniel Kirumira Kalinda and Christine Namazzi were released following a court order by the Buganda Road Court Principal Grade One Magistrate, Mr Robert Mukanza ordering their unconditional release from custody since they were not being produced in court.Mr Onyango said Kalinda was arrested for defrauding clients of DTB by transferring the money to Namazzi s account. A case was reported and investigations began. We made several recoveries [of money] and a lot of evidence,  Mr Onyango said.READ: Gunmen pull client from DFCU banking hall, rob Shs10 million",https://www.monitor.co.ug/News/National/Barclays-Bank-cashier-Shs135-million-theft-Onyango-Katwe/688334-5068000-giarh0/index.html,/static/img/post5.png
6,Cheptegei gets hero s welcome - Daily Monitor,"Kapchorwa. Hundreds of residents in Sebei Sub-region on Wednesday welcomed Mr Joshua Cheptegei, who won a gold medal at the 2019 World Cross Country Championships in Aarhus, Denmark, on March 30.Mr Cheptegei become the first Ugandan to win gold in the men s senior category at the Association of Athletics Federations (IAAF) World Cross Country Championship. When his convoy arrived in Kapchorwa Town at 11am, business came to a standstill for hours as excited residents flooded the streets to give him a heroic welcome. Mr Cheptegei was accompanied by Mr Moses Ndiema Kipsiro, a former double Commonwealth champion, Mr Jacob Kiplimo, who took silver at the IAAF race and Oscar Chelimo, who won bronze in the Junior Men s race.Residents climbed buildings as boda bodas hooted in unison to welcome the athlete.Others sang and danced for hours as the athlete set foot in his home village in Chepchabai, Kwoti Sub-county. I am grateful and humbled that I made my country proud,  Mr Cheptegei told the residents.He expressed disappointment for failure by government to support the growth and development of talent, especially athletics.Mr Cheptegei urged government to speed up the construction of Teryet High Altitude Training Centre.Bishop Paul Masaba of Sebei Diocese said although the region is blessed with enormous talent, it remains unexploited due to lack of facilities. Government should ensure that the high altitude centre is completed so that we can nurture talent,  he said.Bishop Masaba also asked government to tarmac Teryet Road, saying it is an international road, with huge economic potential.  I also ask government to renovate Kwoti Primary School where Cheptegei studied so that people can see his humble beginnings,  he said.Ms Phyllis Chemutai, the former Kapchorwa Woman MP, said government should learn to tap talent at grass roots if it wants sustainability in getting medals.  We need sports officers at every primary school so that they can help in search and growth of children with different talents,  she said. [email protected]",https://www.monitor.co.ug/News/National/Cheptegei-gets-hero-welcome/688334-5067742-110liyfz/index.html,/static/img/post6.png
7,South Africa honours Ugandan for fight against apartheid - Daily Monitor,"Kampala. South Africa has honoured its Ugandan-born citizen, Mr Amii Omara-Otunnu, for spearheading the fight against apartheid.Mr Otunnu, who was recognised for his active engagement in South African affairs dating back to his student days at Harvard University, is among the few outstanding South African citizens and foreign nationals set to be bestowed with the National Orders on April 25.The National Orders are the highest awards that South Africa bestows on its citizens and members of the international community who have contributed meaningfully towards making the country a free, democratic and successful nation.Dr Cassius Lubisi, the chancellor of the National Orders, made the announcement. The six national orders are the Order of Mendi, Order of the Baobab, Order of Ikhamanga, Order Mapungubwe, Order of Luthuli and Order of the Companions of OR Tambo, which President Cyril Ramaphosa will bestow on recipients at a ceremony in Pretoria.Mr Otunnu will be bestowed in the silver category jointly with Klaas de Jonge of the Netherlands, Khotso Makhulu (United Kingdom), Paulette Pierson-Mathy (Belgium), and Lucia Raadschelders (posthumous - The Netherlands).Dr Lubisi unveiled the recipients  who have contributed to the struggle for democracy, nation-building and building democracy and human rights .Other notable recipients are Environmental Affairs minister Edna Molewa, artiste Yvonne Chaka Chaka and veteran journalist Mathatha Tsedu. In an interview, Mr Otunnu said the award is an indication that the leadership in South Africa is conscious of the fact that Pan African solidarity contributed substantially to the success of the struggle against apartheid and progressive developments in post-apartheid South Africa.In the late 1970s, as a student representative on Harvard s Shareholders Responsibility Committee, Mr Otunnu spearheaded a successful campaign for the university to divest from apartheid South Africa. As a graduate student leader both at the London School of Economics and Oxford University in the 1980s, he led campaigns for the release of Nelson Mandela from prison back home in South Africa.  At the LSE, I nominated Nelson Mandela to be appointed chancellor of London University. This was a strategy to bring attention to Mandela s unjust imprisonment and to the human rights violation in apartheid South Africa,  Mr Otunnu said.After the election of Mandela as president of South Africa in 1994, Mr Otunnu established a partnership between the African National Congress (ANC) and the University of Connecticut. The partnership offered more than 15 scholarships to South African students and carried out a oral history project to document the struggle against apartheid. [email protected]",https://www.monitor.co.ug/News/National/South-Africa-honours-Ugandan-fight-against-apartheid/688334-5067702-406t9g/index.html,/static/img/post7.png
8,Government starts degazetting two forest reserves in Busoga - Daily Monitor,"Kampala. Government has directed degazetting parts of Bukaleba Forest and South Busoga reserve, a move it says is aimed at settling hundreds of  landless Ugandans,  Daily Monitor has learnt.The National Environment Management Authority [Nema], is taking the lead alongside the National Forestry Authority and the Lands ministry ----all acting on the orders of President Museveni, in fulfilment of his presidential pledge during the 2011 presidential campaigns, to give landless residents of Mayuge District land. Lands surveyors were here last week and we agreed that surveying and demarcation of the forests starts immediately. This is a presidential directive and we are going to hold sensitisation meetings in the 48 villages,  Mr James Shilaku, the Mayuge District Resident District Commissioner, said on Wednesday. We have to end the conflict between communities and NFA for good,  he added. Communities and NFA have for long fought over ownership of the said forests.Locals say the colonial government took over their land and relocated them to other parts of the country after the area was infested with tsetse flies in the 1950s. After the government successfully killed the flies that cause sleeping sickness, some people started returning although NFA disputes this account and argues that Bukaleba was first gazetted in 1932 as a natural forest measuring about 1,000 hectares. On Wednesday, Dr Tom Okurut, the Nema executive director, led his team and local leaders to different sites where the Authority is undertaking a physical boundary demarcation exercise of Lake Victoria, which borders South Busoga central reserve. The presidential pledge still stands [to degazate part of the forests] and our work is to guide the process. It is important that the buffer zone [of Lake Victoria] is protected and it is not only good for the lake but for the district [in terms of tourism and fishing activities],  Dr Okurut said while addressing residents at Mayuge District council.Degazetting the said forests will be a big blow to conservation efforts in a country whose forest cover is dwindling rapidly according to environmentalists. A 2017 Joint Water and Environment Sector Review Report indicates that the country s forest cover now stands at just 9 per cent. This represents a 3 per cent drop in a period of two years.Dr Mary Goretti Kitutu, the State minister for Environment, says there is a direct correlation between forest cover and the amount of rainfall received in an area. She says 40 per cent of rainfall received in Uganda is due to forests, wetlands and other natural features.However, Ms Zariata Namaganda, a Mayuge District councillor, says resettling citizens should be a priority and it is aimed at correcting the colonial injustices. There was sleeping sickness here and colonialists relocated people and planted a forest. Now the owners are claiming ownership of the land,  Ms Namaganda said.Hadambi Twalimbu, a resident said:  I have been here for15 years, it feels good that we are finally getting land. We could not plan for our families because we did not have ownership of land. Ms Sarah Naigaga, the Nema lawyer, said they are following the law and it is Parliament that will finally degazette the forests.Section 8 of the National Forestry and Tree Planting Act 2003 requires any degazettement to have the blessing of Parliament.ResettlementIt is estimated that 30,000 people will be resettled in Bukaleba forest, which currently measures 8,000 hectares and other Ugandans will be settled in the South Busoga forest, which measures 16,382 hectares.[email protected] ",https://www.monitor.co.ug/News/National/Government-starts-degazetting-two-forest-reserves-Busoga/688334-5067930-nmsdcoz/index.html,/static/img/post8.png
9,Pope hopes for South Sudan peace as leaders end Vatican retreat - Daily Monitor,"Pope Francis called Thursday for warring South Sudanese factions to respect the latest armistice after a two-day Vatican retreat aimed at shoring up the fragile peace.""I express my heartfelt hope that hostilities will finally cease, that the armistice will be respected,"" the pope told President Salva Kiir and rebel leader Riek Machar at the Vatican. The pontiff said he hoped ""that political and ethnic divisions will be surmounted, and that there will be a lasting peace for the common good of all those citizens who dream of beginning to build the nation"".The arch-rivals last saw each other in October last year, shortly after the signing of a power-sharing deal, when Machar made a brief return to Juba for the first time since fleeing on foot in a hail of gunfire in July 2016.Machar was Kiir's vice president until a falling out in 2013 which kickstarted a civil war just two years after independence from Sudan.Battles between those from Machar's Nuer community and Kiir's Dinka people were characterised by brutal violence, rape and UN warnings about ""ethnic cleansing"".The meeting between the two men had been billed as ""an occasion for encounter and reconciliation, in a spirit of respect and trust,"" the Vatican said, describing it as ""both ecumenical and diplomatic at the same time"".After the retreat, the pope kissed the South Sudanese leaders' feet, saying: ""Your people is awaiting your return to your country, the reconciliation of all its members, and a new era of peace and prosperity for all.""""People are wearied, exhausted by past conflicts: remember that with war, all is lost! Your people today are yearning for a better future, which can only come about through reconciliation and peace.""In 2015 a peace deal was signed that saw Machar return as vice president in 2016, but the deal collapsed within months, with fierce battles in the capital. The fresh conflict engulfed even more of the country.Machar fled on foot to the Democratic Republic of Congo, and went into exile in South Africa and later Sudan which played a key role in the latest peace deal.The power-sharing agreement will again reinstate Machar as vice-president, and the unity government is meant to be in place in May, however, observers warn implementation of the deal has stalled.Crucially, the two men have yet to negotiate security control of the capital, moves to establish a national army, and other sticking points. Several ceasefire agreements and peace pacts have failed to end the fighting, which has led to the death of an estimated 380,000 people, uprooted a third of the population, forced nearly two-and-a-half million into exile, and triggered bouts of deadly famine.",https://www.monitor.co.ug/News/National/Pope-hopes-for-South-Sudan-peace-leaders-end-Vatican-retreat/688334-5067790-8nwemtz/index.html,/static/img/post9.png
