,Titles,Articles,Urls,Images
0,10 arrested over murdered police officer - Daily Monitor,"MBALE- Police in Mbale District have arrested 10 people in connection with the death of a police officer.The policeman was shot during a gunfire exchange with suspected armed robbers in Mbale District.D/Sgt Fred Chemonges was shot dead while three other police officers sustained seriously injuries last week during an exchange of fire with suspected robbers at Nabumali trading centre.The injured cops are receiving treatment at Mbale Referral Hospital. Elgon Region Police Spokesperson, Mr Robert Tukei said on Wednesday that the suspects were arrested during an operation by Police Flying Squad operatives on Saturday.Mr Tukei said the suspects were briefly detained at Mbale Central Police Station before being transferred to Kampala.He said that a clinical office in Mbale town who treated one of the suspects in his clinic, is among the suspects.  The robber who was injured was rushed to a clinic on Kumi Road in Mbale town for treatment. Health workers at that clinic admitted him for three days without informing police,  he said.The clinical officer reportedly told detectives that he received orders from his boss to treat the patient.Mr Tukei said suspects will be charged with various offences including murder.He, however, said they have not yet recovered the guns that were used by the suspects adding that two prime suspects are on the run.The Deputy Inspector General of Police (IGP) Brig Sabiti Muzeyi, camped in  Mbale town at the  weekend following reports of escalating insecurity in the area. ",https://www.monitor.co.ug/News/National/10-arrested-murdered-police-officer-Mbale-Muzeeyi-/688334-5127920-nkq1xd/index.html,/static/img-2019-05-23/post0.png
1,Populists looking to cause upsets as EU elections begin - Daily Monitor,"Populists are hoping to cause upsets across the EU as the European Parliament elections got under way on Thursday in polls that could challenge the Brussels consensus.Britain and the Netherlands kicked off four days of voting across the continent in a contest in which rising populist forces are hoping to make significant gains, threatening closer EU integration.Polls opened within half an hour of each other in the two countries early Thursday, with the first results not announced until late Sunday once voting in all 28 EU members has been completed. More than 400 million voters across the bloc are eligible to elect 751 MEPs -- with Britain unexpectedly included.Having voted to leave the EU in a seismic referendum in 2016, Britain was originally meant to depart on March 29 and therefore not take part in these elections.But its MPs have not been able to agree on a divorce deal and Britain now finds itself in the absurd situation of electing lawmakers to an institution it is planning to leave.The Brexit Party, formed only this year by eurosceptic figurehead Nigel Farage, is leading the latest British opinion polls by a solid margin.""We are attempting a peaceful political revolution in this country,"" he told the party's final rally on Tuesday.""The establishment: they're not frightened -- they're absolutely terrified!"" Farage said of his new party's rise.Opposed to closer EU integration In the Netherlands, flamboyant populist Thierry Baudet, a classics-quoting climate sceptic, is on course to beat Prime Minister Mark Rutte's Liberals.Once best known for naked Instagram selfies and controversial comments about women, Baudet, 36, stunned Europe in March when his Forum for Democracy became the biggest party in the Dutch senate.Around the continent, national leaders are scrambling to mobilise their supporters to resist the populist surge.These are the ninth European parliament elections since they began in 1979 and voter turnout has dropped each time, hitting 43 percent in 2014.European governments fear a good showing for eurosceptics will disrupt Brussels decision-making.Opinion polls predict a significant advance for nationalist and populist forces opposed to closer EU integration and threatening mainstream reform efforts.Everything has changedMatteo Salvini of Italy's anti-immigrant League and Marine Le Pen of France's far-right National Rally (RN) want their Europe of Nations and Freedom (ENF) group to become the third largest in Brussels.Le Pen wants to strike a blow to Emmanuel Macron's faltering French presidency by overtaking his centrist, pro-European party Republic on the Move.Polls give the RN party a slight edge.""Everything has changed,"" she told AFP.""Before we were on our own on the European scene... we didn't have any allies. But in the space of a few months, a whole range of political forces have risen up in spectacular fashion,"" she said.Meanwhile in Britain, the rise of Farage is adding to the pressure for Prime Minister Theresa May to announce her resignation in the days to come over her failure to deliver Brexit on time.The British leader's woes were made worse Wednesday when her representative in parliament Andrea Leadsom quit, putting May's government under further strain.However, the strong showing by eurosceptics is not expected to sweep the whole bloc, with voters from Spain to Ireland and the former Soviet Baltic states showing solid backing for the EU.The latest Eurobarometer survey commissioned by the European Parliament found 61 percent of respondents calling their country's EU membership a good thing -- the highest level since the early 1990s.The polls will open on Friday in the Czech Republic and Ireland, and on Saturday in Latvia, Malta and Slovakia.But most countries will be voting on Sunday, with the results expected overnight into Monday.Centre-right set to win Nine different projections this month predict that the EPP, the main centre-right bloc in the assembly, will come out with the most seats ahead of the main centre-left PES bloc and then the ALDE liberals.Former Luxembourg prime minister Jean-Claude Juncker is stepping down after five years as president of the European Commission.EPP leader Manfred Weber is their candidate to replace him, while the PES is putting up former Dutch foreign minister Frans Timmermans.The hunt will also be on for someone to replace former Polish premier Donald Tusk as head of the EU leaders' council.Other prime jobs up for grabs will be those held by a trio of Italians: High Representative for foreign relations, Federica Mogherini, Mario Draghi at the European Central Bank and European Parliament speaker Antonio Tajani.",https://www.monitor.co.ug/News/World/Populists-EU-elections-begin-Netherlands-Brussels/688340-5127850-mfqge5z/index.html,/static/img-2019-05-23/post1.png
2,"New cities raise great expectations in investments, revenue - Daily Monitor","Kampala. Government will offer additional Shs57b to run the new cities to meet the new demands that come with creation of the cities. Documents from the local government ministry indicate that while the nine municipalities which have been elevated to cities have been receiving Shs111b, an additional Shs57b will be required to run their operations. The local government officials say once they start operations, the figures will rise to Shs168b. Government has already set aside Shs130b for the five cities that will start in 2020.The minister of Local Government, Col Tom Butime, said funds will be available for the cities to start operations. Government will provide funds for the cities to take off in an organised and planned manner. The cities will further be facilitated to attract both internal and external funding for garbage management, ICT improvement, tourism/leisure facilities and security,  Col Butime said.He said the elevations will make the new cities attractive destinations for investment and more investors will flock in.The minister said the cities were created for both strategic reasons and regional balancing. These range from industrial, tourism to mining. Under the strategic cities, Hoima, Jinja, Fort Portal and Entebbe were created. Others that are still under review and will be upgraded because of the same reasons are Nakasongola and Moroto.Arua, Mbale, Mbarara, Gulu and Lira will serve as the regional cities and will be joined by Masaka, Wakiso, Soroti and Kabale.Salaries Mr Justinian Niwagaba, the Commissioner for Urban Administration at the local government ministry, said salary structures for the new cities will not be above the current public service rates. He said like the district officials, the city and division officials fall under the same categories. The salary structures are the same like the rest of the public service staff. These cities were created under the Local Government Act and therefore they will earn the same salaries like their other colleagues in the civil service,  he said. On the issue of increased cost of business that may come as result of the elevations, Mr Niwagaba said there is no cause for worry. It s even better because more people will be attracted and this will bring down the cost of rent and taxes, so the worry about high costs should not be there,  he said.BoundariesA number of the cities have extended their boundaries, annexing some sub-counties from their mother districts, except Gulu city which has had its divisions merged to reduce the numbers from four to two. Ayivu County was added to make Arua Central Division and Ayivu Division. Jinja city will have Jinja South and Jinja North. The City will comprise the current Municipality and Bugembe town council, Mafubira and Budondo sub-counties that were annexed from Jinja District.Mbale Town has two divisions of Bungokho and Industrial Division. Bungokho Division comprises Northern Division, Nakaloke Town Council and the annexed neighbouring sub-counties of Bukonde, Nakaloke, Namabasa and Namanyonyi. Industrial Division has Bugema-Nauyo Town Council and Bukasakya and Bungokho-Mutoto sub-counties.In Fort Portal, sub-counties of Karambi, Bukuuku, Karago Town Council and Ibaale were added to the current municipal boundaries to form Fort Portal North Division, while in Mbarara, sub-counties of Biharwe, Kakiika and Nyakayojo were added to the municipality.How USMID programme elevated 9 municipalities to city statusThe World Bank-funded Uganda Support to Municipal Infrastructure Development (USMID) played a big role in preparing the nine municipalities to achieve city status, different municipality leaders say. The programme worked on roads, developed taxi parks and a number of other infrastructure that the municipalities initially did not have.Between 2013 and 2018, government spent $150m in 14 municipalities. Dilapidated and dusty roads that had never seen tarmac or had been in sorry state for several years finally received a facelift, giving the 14 municipalities a decent look, which aided their move towards city status.Under the programme, a total of 73 urban roads that make up 39.09kms were rehabilitated to asphalt concrete standards, with walkways, bicycle lanes in order to cater for all road users in the urban centre.The roads are also been fitted with solar lights to cater for safety and reduce on gender-based violence and crime that may crop up in the urban centres.Drainage structures and greening to manage the climate change related risks like heat waves and heavy floods.1320 trees and 56,449m of grass and flowers have been planted along the road reserves to enhance beautification of the same. Trash cans have also been provided to reduce on the littering of the streets.The 14 Municipal councils have been provided with specialised technical equipment in the area of engineering, physical planning, surveying and environment. The equipment include; Total stations, plotters, global positioning systems- GPS, computer and software (Arc GIS and Auto CAD), noise meter, water meter among others, all aimed at facilitating service delivery in the urban centre.Nine of these municipalities have since been elevated to city status, while others are under study with possibilities of elevation in the next three years.Mr Tom Buitme, the minister for Local Government, said the six municipalities of Masaka, Nakasongola, Moroto, Soroti, Kabale and Wakiso will be elevated to city status by 2023.He said the studies are showing positive trends for the municipalities and are expected to be completed by the end of next years, thereafter, a report will be made to the Cabinet for onward consideration.Ms Sheila Naturinda, the communications specialist at USMID, said the elevation of the nine municipalities to the city status is a testimony that they have done a commendable job in infrastructure development. USMID is proud to associate itself with the cities as created. The funding to these cities will remain the same and we are committed to ensuring that we accomplish our tasks,  Ms Naturinda said. Apart from roads, USMID supports investments in bus, taxi and lorry parks, beautification of streets, markets, drainages, street lighting, development of solid waste management strategies, procurement of specialized equipment for environment, physical planning, surveying and engineering,  she added.She said under the next phase, more roads will be upgraded with the accompanying infrastructure. What Jinja leaders sayJinja Municipality Mayor, Majid Batambuze.  We are planning to elevate Kimaka Airport to an international standard, rehabilitate Rippon Port, which will connect to Mwanza in Tanzania, a transport terminal for both taxis and buses and an Industrial park in Mutai Village in Kakira Town Council. We have already started beautifying the city, we have put the road names to all the streets, and we are lighting up the city.Abdallah Zein, Jinja Central Division Speaker. The rehabilitation of roads such as Main Street, Clive Road West under USMID have also greatly changed the image of our new city. Jinja being an old municipality, is well planned with municipality headquarters that will be turned into a city headquarters.Henry Kyembe, former Jinja West Municipality MP. We have been waiting for Jinja for many years to be elevated to a city status, it is long overdue, I am happy at last and I hope it will boost tourism and industrial sector.Reactions from AruaBernard Atiku, MP Ayivu County. As the city is endorsed, it comes with a demand for an international airport, for Arua s case, you do not need to emphasise this. Even with all the efforts we have done to convince the locals to move away and get compensated for the airport because we planned this for a city. The work is just too slow to believe. If Amin was here, Arua would have received an International Airport. Christine Asibazuyo, a resident of Arua Municipality. While this is a dream come true, we cannot have a City with intermittent power supply. We need strong and steady power that can facilitate industries.Issa Kato, Mayor Arua Municipality. We are prepared for the city because we already have roads within that have been done. Not only that the Muni University, the taxi park and market. And once we expand the territory of the municipality, we shall have increased revenue because currently we get inadequate tax from the two the divisions. And we shall ensure that the city is made clean with improved revenue. Comments from Fort portalChris Amanyire, Butebe chairperson. Regional cities are not like the capital city. The capital city is a business hub but a regional city is created for a specific purpose.Christine Kanyunyuzi, a businesswoman. Every development comes with challenges, especially to us who have small businesses. Taxes are going to increase to suit city standards and some of us will leave business because of taxes. Fort Portal Municipality MP Alex Ruhunda. I have been sensitising the masses about the city and so this will continue until it is operational. The rest will be done by technical experts in implementing the new direction.From Mbale Mutwalibi Mafabi Zandya, Mayor of Mbale municipality. We welcome the decision and we are happy because we have been waiting for it for long but finally, we have got it. The town is ready because the road network is perfect. We have installed security and traffic lights and have the required population and all other requirements are in place.Mr John Musila, a resident. There are going to be a lot of job opportunities for our youth in different fields more so in police and civil service.What Mbarara saysBright Muhumuza, politician. For me, the city is intended to serve political interests of the ruling party and solve political questions in the area. It is for political not economic reasons. I support it only when it s for economic reasons, when it s going to benefit everyone not the politicians  interests.Vincent Kyamadidi, Resident of Kakiika Division. Personally I have no problem with urbanisation if it s well planned. But if it s unplanned, like we are doing it now, it s dangerous. You will impose burden on the people because they are not prepared. It should be from down to up so that people are well prepared, not from up as it is now. Imam Shaffi Kagiko, councilor, Katete Ward. The leadership we have has not done well with resources we have been having. We need better leaders we expect to have polished leaders as a city. The leaders we have I don t see them ready to receive the city. They are accustomed to corruption and misappropriation of public resources, now that we will have bigger budget, it will worsen.By Franklin Draku, Felix Warom Okello, Alfred Tumushabe, Tausi Nakato, Fred Wambede & Scovia Atuhaire.[email protected]",https://www.monitor.co.ug/News/National/New-cities-raise-great-expectations-investments-revenue/688334-5127596-jr3o5t/index.html,/static/img-2019-05-23/post2.png
3,Traders resort to smuggling as Rwanda border remains closed - Daily Monitor,"KABALE. As the Rwandan border with Uganda at Katuna and Cyanika remain closed for three months now, traders from either side have resorted to smuggling.Local residents and traders told this newspaper yesterday that smuggling is risky but highly rewarding with abnormal profits if one beats the Rwandan security forces to the game.Mr Enock Kazooba, the chairman of Ryakarikira Town Council in Kabale District, which borders with Rwanda, said during night hours, Rwandan nationals smuggle beans, peas and some manufactured goods to Uganda through ungazetted border points, where waiting Ugandan traders pay them cash.Why smuggle They have resorted to this illegal trade to raise money for funding their daily needs. Ever since the Rwandan border was closed, many Rwandan nationals have entered Uganda and are staying in different communities in the sub-counties near the border,  Mr Kazooba said.On February 27, Rwandan authorities closed their border with Uganda at Katuna, accusing Uganda of torturing its citizens and immediately stopped them from crossing into Uganda. Uganda denies the claim. Last month, a Rwandan businessman, Mr Innocent Mr Ndahimana, a resident of Nyakabungo Village, Chumba Sub-county in Gicumbi District in Rwanda was allegedly shot by Rwandan security operatives as he tried to smuggle about 500kg of beans into Uganda during evening hours. He was rushed by his colleagues to Katuna Community Medical Clinic on the Ugandan side for treatment.A businessman in Katuna Town Council said he and his colleagues have resorted to smuggling because the risky trade is lucrative. We buy beans that Rwandans smuggle to Uganda at Shs2,000 per kilo and sell at Shs2,400 per kilo. As Rwandans return to their homes, they buy posho [maize floor], matooke, potatoes, raw tobacco and cassava, among others, from us,  Mr Twesigye said.The officer-in-charge of Uganda Revenue Authority enforcement at the border, Mr Patrick Esabu, warned traders against smuggling, saying anybody caught in the act would be prosecuted.Businesses collapseThe chairman of the traders association at Katuna Town Council, Mr Franko Korinako, said business in Katuna Town has collapsed and many shops and hotels closed for lack of customers. There used to be about 40 guest houses in Katuna serving hundreds of traders that crossed the Katuna border every day but since the border was closed, more than 35 of them have closed for lack of customers,  Mr Korinako said.[email protected] ",https://www.monitor.co.ug/News/National/Traders-resort-to-smuggling-as-Rwanda-border-remains-closed/688334-5127562-cxbraez/index.html,/static/img-2019-05-23/post3.png
4,"Regional security body broke, can t track rebels - Daily Monitor","Kampala. The regional security body tasked to carry out surveillance on armed conflicts in the Great Lakes region is running broke. It said this has hampered their capacity to do intelligence work on subversive groups such as the Allied Democratic Forces rebels and ISIS who are destabilising the region. The International Conference of the Great Lakes Region (ICGLR) yesterday warned that if its Secretariat, which has been coordinating intelligence sharing on different rebel groups such as ADF is closed, the region may plunge into a security crisis. The ICGLR executive secretary, Mr Zachary Muburi-Muita, blamed the crisis on member states who have not paid their contributions. We are experiencing financial problems. If the Secretariat is closed, I should not be blamed because the member states have not met their obligations. The staff have gone without pay for five months,  he said during a regional security meeting of intelligence chiefs from the member states at the Commonwealth Resort Munyonyo. Mr Muita did not say how much money has not been remitted by the defaulting member states but told the intelligence and security chiefs from the bloc currently meeting in Munyonyo, Kampala, that out of the 12 member states, only Uganda and Kenya have fully paid their subscription fees. He made a passionate appeal to the heads of state to intervene and have their countries pay the annual mandatory subscription fees to the security body. The countries that have not paid are Tanzania, Rwanda, Burundi, Zambia, Angola, Central African Republic, South Sudan, Sudan, DR Congo and Congo Brazzaville.Mr Muita said, without specifying how much each country pays, that the subscription fees vary according to the size of the economy of each country.  Angola pays the highest amount and countries with smaller economies pay less,  he said. The ICGLR has been coordinating repatriation of ex-combatants such as the Congolese M23 from Uganda, Rwandan FDRL and mobilising member states to share intelligence on rebel groups like the Ugandan rebels of Allied Democratic Forces operating in eastern DR Congo. If we don t maintain the Secretariat, these groups may find a fertile ground for survival,  Mr Muita told the spy chiefs, who are discussing infiltration of the Islamic State agents in DR Congo and the threats posed by ADF and Ebola epidemic in the same country.The intelligence chiefs are meeting under the Regional Coordination Committee of ICGLR Directors General and Chiefs of Intelligence and Security Services that met in Congo Brazzaville. The Uganda s Director General of External Security Organisation, Mr Joseph Ocwet, said despite regional security threats, 67 M23 rebels have been repatriated to DR Congo and FDRL ex-fighters taken back to Rwanda. The Uganda s Chief of Defence Forces, Gen David Muhoozi, who was the chief guest said, the region needs  enhanced cooperation  between intelligence chiefs to fight cross-border crime such as drug trafficking and negatives forces like ISIS. [email protected]",https://www.monitor.co.ug/News/National/Regional-security-body-broke--can-t-track-rebels/688334-5127576-7h2bx6/index.html,/static/img-2019-05-23/post4.png
5,"We have other priorities, government tells striking teachers - Daily Monitor","Kampala. The hopes of striking teachers to get salary increment were yesterday cast down after government told them it has bigger priorities to address other than enhancing salaries.In a letter to all Public Service labour unions, Mr David Karubanga, the State minister for Public Service, said government s priorities are completing oil infrastructure, power stations, projects to address youth empowerment and employment, defence and security, revival of Uganda Airlines and construction of irrigation schemes to address climate change.Although Mr Karubanga said government was committed to implementing the five-year pay target Cabinet approved last year, only Shs62.89 billion was provided for the second phase of which 13.8 billion will be for the health sector while Shs49 billion is for education. The second phase which was supposed to be financed in the Financial Year 2019/20 has been deliberated on alongside the other competing critical government priorities. Ensure workers under your jurisdiction continue to provide services as required of them,  Mr Karubanga wrote. Mr Filbert Baguma, the Uganda National Teachers  Union (Unatu) general secretary, yesterday cast doubt on government s commitment insisting they will continue with the strike as the letter does not address their grievances.  We shall continue the strike until government fulfils what we agreed on. There is nothing committal in that letter. It doesn t address any issue about the collective bargaining agreement. Even when they say Shs49 billion is for education, what is it going to do and how  The letter itself doesn t have anything convincing. There is no substance in this letter. Our teachers should remain firm as we continue with the struggle,  Mr Baguma said after receiving the letter from Mr Karubanga, dated May 21.The teachers started their industrial action on Monday a week to the opening of second term. Earlier in the day yesterday, the Workers Members of Parliament weighed in to support the teachers  cause to push for their salary enhancement.Ms Margaret Rwabushaija, a Workers MP said:  There are procedures spelt out in the Constitution for an aggrieved public servant to follow. The teachers negotiated with government and they agreed. They gave notice and government didn t respond. Government should honour their pledge. We support the teachers  strike. Ministry of Education Permanent Secretary, Mr Alex Kakooza, explained that the Shs49 billion will be used to harmonise the disparities which were created after government paid the first phase of salary increment. In a separate letter of May 17 from Ministry of Finance s Mr Patrick Ocailap to Ministry of Education, asked Mr Kakooza to provide him with a breakdown of the wage for administrative science cadres in health and education left out in the first phase of pay enhancement for scientists in FY2019/20. Reference is made to my letter of May 7, requesting you to provide a detailed allocation of Shs49 billion that was provided to address the salary disparities in your sector. Despite a follow up and constant reminders, you have failed to submit the detailed schedule for allocation of the wage enhancement to enable finalisation of corrigenda. We are left with no choice but to exclude the detailed allocation from corrigenda which has been submitted to Parliament,  Mr Ocailap noted.However, Mr Kakooza yesterday said they had sent the schedule although they had to first verify with each affected individual from the various institutions across the country. [email protected]",https://www.monitor.co.ug/News/National/We-have-other-priorities-government-tells-striking-teachers/688334-5127590-12pslidz/index.html,/static/img-2019-05-23/post5.png
6,Who is who in Gen Muntu's Alliance for National Transformation - Daily Monitor,,https://www.monitor.co.ug/News/National/Who-is-who-Gen-Muntu-s-Alliance-National-Transformation/688334-5127604-144j44iz/index.html,/static/img-2019-05-23/post6.png
7,"Bobi Wine roots for police, army welfare - Daily Monitor",,https://www.monitor.co.ug/News/National/Bobi-Wine-roots-for-police-army-welfare/688334-5127460-7ynl2v/index.html,/static/img-2019-05-23/post7.png
8,Nine injured as UPDF soldiers beat up residents in Luweero - Daily Monitor,"At least nine civilians and two UPDF soldiers have been injured in clashes between the soldiers and civilians at Mabuye village in Luweero District.It is reported that the clashes started after a group residents mistook UPDF soldiers to be cattle thieves and attacked them with pangas and other rudimentary weapons.The soldiers attached to Nakasongola Army Barracks were reportedly on military training in the village hills.The civilians who were beaten up by the soldiers are Mr Steven Kuteesa, the Mabuye Village Local Council  1 Chairperson, Mr Allan Jjumba, Mr Francois Makobero, Mr Vincent Mukumbya, Mr Steven Kiraga, Mr Brian Ssemujju, Mr Muhamadi Masolo, Mr Ronald Kamoga and Mr Steven Katuluba.The two UPDF soldiers who allegedly sustained injuries in the fight and are reportedly receiving treatment at Nakasongola Military Hospital, were not readily identified.Mr Kuteesa said he received a call from one of the residents informing him that some armed men were loitering in the village at midnight and could be plotting to steal their cattle.This, he said, prompted him to mobilise residents who started a hunt for the strangers.However, to their shock, the strangers turned out to be heavily-armed UPDF soldiers.The soldiers reportedly disarmed and undressed the residents before embarking on beating and torturing them.Mr Kuteesa said their pleas for clemency fell on deaf ears.Mr Katuluba, one of the residents who tested the wrath of the soldiers said he sustained injuries on the chest and the head.It s not clear how the two soldiers who are reportedly admitted to Nakasongola Military Hospital, got the injuries.Mr Edward Ssenyonyi, the Kamira Sub-county chairman criticised the soldiers for conducting military training in the villages without notifying local leaders.He asked UPDF to transfer the injured civilians to hospital.Neither Luweeero District Police Commander, Ms Rebecca Ayeta nor Savannah Regional Police Spokesman, Mr Bosco Otim, were willing to comment on the incident since they were not aware of any military training in the area.Maj Isaac Oware, the spokesperson of Nakasongola Army Barracks confirmed the incident saying the soldiers acted in self-defence after being attacked by the residents.Maj Oware said that local leaders were notified about the training and this is a normal procedure but the residents only preferred to provoke the soldiers.He advised the injured civilians to seek private medical attention because the army cannot meet medical bills of people  who provoked them.He, however, said police and UPDF officers are investigating the matter.   ",https://www.monitor.co.ug/News/National/Nine-injured-UPDF-soldiers-residents-Luweero-Nakasongola-/688334-5127642-iubvsyz/index.html,/static/img-2019-05-23/post8.png
9,Panasonic joins firms stepping away from Huawei after US ban - Daily Monitor,"Japan's Panasonic on Thursday said it would stop supplying some components to Huawei, joining a growing list of firms distancing themselves from the Chinese telecoms giant after a US ban over security concerns.The announcement came a day after four major Japanese and British mobile carriers said they would delay releasing new Huawei handsets.""We've stopped all business transactions with Huawei and its 68 group companies... that are subject to the US government ban,"" Panasonic spokesman Joe Flynn told AFP.""Yesterday an internal instruction to fully enforce that rule was issued,"" he added.Flynn said Panasonic's business with Huawei includes the supply of ""electronic parts,"" but declined to provide further details.Washington's restrictions affect products made fully or partially in the United States, where Panasonic manufactures some of the components it supplies to Huawei, the Japanese firm said.A Panasonic official declined to comment on what business the Japanese firm would continue to do with Huawei, though reports said the suspension would have a limited impact.Last week, US President Donald Trump declared a national emergency to bar US companies from using foreign telecoms equipment deemed a security risk.The move appeared aimed at Huawei, though the White House said no particular company or country was targeted.It has prompted a parade of firms to step back from dealings with Huawei, including US internet giant Google, whose Android operating system powers most of the world's smartphones.And on Wednesday mobile carriers in Japan and Britain said they were delaying releases of Huawei handsets. Temporary suspensionsTelecoms giant EE, owned by BT, was due to bring Huawei's first 5G phone, the Huawei Mate 20X, to Britain, but the Chinese giant's involvement in the country's telecoms sector has become politically controversial.EE chief executive Marc Allera said the company had ""paused"" the launch of Huawei's 5G phones ""until we get the information and confidence and the long-term security that our customers... are going to be supported"".The group also said it would phase out the use of Huawei equipment in the most sensitive ""core"" elements of its network infrastructure.Vodafone soon followed suit, announcing a ""temporary"" suspension of pre-orders for Huawei handsets, ""while uncertainty exists"".The BBC also reported that British firm ARM, which designs processors used in most mobile devices and makes products that contain ""US-origin technology,"" is set to cut ties with HuaweiARM staff were told to suspend ""all active contracts, support entitlements, and any pending engagements"" with Huawei, according to internal documents seen by the BBC. Huawei said Wednesday that it recognised ""the pressure"" placed on its suppliers, and that it was ""confident this regrettable situation can be resolved."" A sense of safetyIn Japan, KDDI and SoftBank Corp, the country's number-two and number-three carriers respectively, said they too were delaying the release of Huawei handsets to assess the impact of the US ban.""We are currently trying to confirm if our customers will be able to use the equipment with a sense of safety"", SoftBank spokesman Hiroyuki Mizukami told AFP.And the country's biggest carrier, NTT Docomo, said it was suspending pre-orders for a new Huawei handset, but stopped short of halting the release.Trump's order effectively bans US companies from selling Huawei and affiliates the critical components that have helped it grow into the world's largest supplier of telecom networking equipment and second-biggest smartphone maker.US officials this week, however, issued a 90-day stay on the ban, saying breathing space is needed to avoid huge disruption.The US Commerce Department has also announced an effective ban on US companies selling or transferring US technology to Huawei.Analysts say the restrictions could be seriously damaging for the Chinese firm, with the pullback by Google and ARM likely to be ""particularly troubling"" for the telecoms giant.""How the US ban on business with Huawei will impact the Chinese firm's performance is at this point unclear, but what is clear to me is that its sales will be negatively affected,"" said Hiroyuki Kubota, an independent financial analyst.Washington has long suspected deep links between Huawei and the Chinese military, and its moves against the company come amid the churning trade dispute between the world's top two economies.The issue has also been the source of heated controversy in Britain ever since a leak from the country's National Security Council last month suggested the government was planning a limited role for Huawei in its 5G network.US Secretary of State Mike Pompeo warned Britain during a visit to London that it risked undermining the historic allies' intelligence sharing.",https://www.monitor.co.ug/News/World/Panasonic-firms-Huawei-US-ban-Donald-Trump-China/688340-5127666-yf5xkt/index.html,/static/img-2019-05-23/post9.png
